Site	Ecoregion	Province	Realm	Habitat	Depth	Date	CLASS	ORDER	FAMILY	GENUS	Taxa	Abun	Dimensions	Method	Source
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Las Caletillas	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	16/05/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
La Carrera	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
La Carrera	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
La Carrera	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
La Carrera	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
La Carrera	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
La Carrera	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Puertito de Guimar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Puertito de Guimar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Puertito de Guimar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Puertito de Guimar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Puertito de Guimar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Puertito de Guimar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Puertito de Guimar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Puertito de Guimar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Puertito de Guimar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Puertito de Guimar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Puertito de Guimar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Puertito de Guimar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Puertito de Guimar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Puertito de Guimar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Puertito de Guimar	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
La Caleta	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	Elasmobranchii	Myliobatiformes	Dasyatidae	Dasyatis	Dasyatis pastinaca	1	100	Point-count	Falcón-1996 
La Caleta	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	Elasmobranchii	Myliobatiformes	Dasyatidae	Dasyatis	Dasyatis pastinaca	1	100	Point-count	Falcón-1996 
La Caleta	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	Elasmobranchii	Myliobatiformes	Dasyatidae	Dasyatis	Dasyatis pastinaca	1	100	Point-count	Falcón-1996 
La Caleta	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	Elasmobranchii	Myliobatiformes	Dasyatidae	Dasyatis	Dasyatis pastinaca	1	100	Point-count	Falcón-1996 
La Caleta	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
La Caleta	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	Elasmobranchii	Torpediniformes	Torpedinidae	Torpedo	Torpedo marmorata	1	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	Elasmobranchii	Torpediniformes	Torpedinidae	Torpedo	Torpedo marmorata	1	100	Point-count	Falcón-1996 
Muelle de El Poris	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	13/06/1990	Elasmobranchii	Torpediniformes	Torpedinidae	Torpedo	Torpedo marmorata	1	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
EL Medano	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
La Tejita	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
La Tejita	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
La Tejita	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
La Tejita	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
La Tejita	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
La Tejita	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
La Tejita	Webbnesia	Lusitanian	Temperate Northern Atlantic	Reef	10	11/07/1991	NA	NA	NA	NA	NA	0	100	Point-count	Falcón-1996 
